BinValue;10;63;EA;0.1;0;1007;64
BinValue;10;63;EA;0.1;1;1023;64
BinValue;10;63;EA;0.1;2;1023;64
BinValue;10;63;EA;0.1;3;1023;64
BinValue;10;63;EA;0.1;4;1023;64
BinValue;10;63;EA;0.1;5;1023;64
BinValue;10;63;EA;0.1;6;1023;64
BinValue;10;63;EA;0.1;7;1023;64
BinValue;10;63;EA;0.1;8;1023;64
BinValue;10;63;EA;0.1;9;1022;64
BinValue;10;63;EA;0.1;10;1019;64
BinValue;10;63;EA;0.1;11;1023;64
BinValue;10;63;EA;0.1;12;1023;64
BinValue;10;63;EA;0.1;13;1023;64
BinValue;10;63;EA;0.1;14;1023;64
BinValue;10;63;EA;0.1;15;1023;64
BinValue;10;63;EA;0.1;16;767;64
BinValue;10;63;EA;0.1;17;1023;64
BinValue;10;63;EA;0.1;18;1019;64
BinValue;10;63;EA;0.1;19;1023;64
BinValue;10;63;EA;0.1;20;1023;64
BinValue;10;63;EA;0.1;21;1023;64
BinValue;10;63;EA;0.1;22;1023;64
BinValue;10;63;EA;0.1;23;1021;64
BinValue;10;63;EA;0.1;24;1023;64
BinValue;10;63;EA;0.1;25;1013;64
BinValue;10;63;EA;0.1;26;1023;64
BinValue;10;63;EA;0.1;27;1023;64
BinValue;10;63;EA;0.1;28;1007;64
BinValue;10;63;EA;0.1;29;1023;64
BinValue;10;63;EA;0.1;30;1007;64
BinValue;10;63;EA;0.1;31;1023;64
BinValue;10;63;EA;0.1;32;1023;64
BinValue;10;63;EA;0.1;33;1023;64
BinValue;10;63;EA;0.1;34;1022;64
BinValue;10;63;EA;0.1;35;1023;64
BinValue;10;63;EA;0.1;36;1023;64
BinValue;10;63;EA;0.1;37;1023;64
BinValue;10;63;EA;0.1;38;1023;64
BinValue;10;63;EA;0.1;39;1023;64
BinValue;10;63;EA;0.1;40;1022;64
BinValue;10;63;EA;0.1;41;1023;64
BinValue;10;63;EA;0.1;42;1023;64
BinValue;10;63;EA;0.1;43;1023;64
BinValue;10;63;EA;0.1;44;1019;64
BinValue;10;63;EA;0.1;45;1023;64
BinValue;10;63;EA;0.1;46;1022;64
BinValue;10;63;EA;0.1;47;1015;64
BinValue;10;63;EA;0.1;48;1022;64
BinValue;10;63;EA;0.1;49;1023;64
BinValue;10;63;EA;0.1;50;1015;64
BinValue;10;63;EA;0.1;51;1023;64
BinValue;10;63;EA;0.1;52;1021;64
BinValue;10;63;EA;0.1;53;1023;64
